Size Idx Append Polo PoloAppend
7000000 18809575 36137388 1828173184 537187535
7010000 18594581 35424268 2216504635 539489828
7020000 18425397 36110035 1670234888 632138548
7030000 18234340 35164278 2035825924 554230655
7040000 18190269 34752964 2181959122 589496434
7050000 18076323 35400405 2224379027 520652856
7060000 18117535 36157184 1706510065 540598827
7070000 17888298 35866048 2126244549 588605018
7080000 18110874 35757512 1748860915 554619386
7090000 18058134 34865024 1743826092 570506961
7100000 18286284 35449843 1968907480 607636418
7110000 18491538 36557956 1822683995 561887720
7120000 18805330 37466533 2213356627 555903669
7130000 18174352 36196431 2208262725 555516377
7140000 18397001 35717993 2213001732 546661475
7150000 18570215 36157713 1994000390 585734508
7160000 18337897 36633575 2193110290 658712157
7170000 18826305 34790929 1720247273 646023788
7180000 18944872 35505021 1885718216 546976467
7190000 19035477 37539773 2239266071 569622173
7200000 18536396 35732904 1784694197 609497128
7210000 18516888 36049315 2260650664 535064675
7220000 18586561 36531707 1794885266 648282638
7230000 18906558 36927936 2257375507 641044239
7240000 18855355 36645262 2281407837 601138216
7250000 18430571 35358865 2244307098 537224130
7260000 18925526 36412112 2271811226 652509857
7270000 18515470 36295069 1970542015 582039321
7280000 19145582 35067672 1741908169 571900043
7290000 18954900 37172172 1781807922 577430514
7300000 18809220 36350808 1914815020 555661596
7310000 19155322 37015483 1729781029 551310495
7320000 18902808 37036328 1721171174 659836426
7330000 18934579 36641173 1716742489 648026170
7340000 20084985 38523791 2323189887 596496449
7350000 18741996 37381926 1789869110 577542866
7360000 19093923 35930038 1865077263 588501487
7370000 18921785 37336080 1781497790 576302138
7380000 18858242 36717054 1815261804 655879503
7390000 18983218 36977025 2050443782 607398590
7400000 19042494 36268799 2327709498 565412997
7410000 19399994 36964220 2207477556 588596232
7420000 19224386 37295731 2270395621 552558725
7430000 18943666 37565174 1836748298 609370227
7440000 18737906 37768422 1936770834 547468034
7450000 19279799 37631113 1814411923 659694602
7460000 19334840 38196039 1692018068 571281527
7470000 19576700 37522227 1728992144 661333909
7480000 19328303 38557395 1877854876 675551281
7490000 19302325 37138982 2320967617 551979929
7500000 19377327 37799231 2167531235 560699966
7510000 19387669 37059332 2338584990 583886929
7520000 19460333 38184912 1914382979 600164265
7530000 20515305 37933249 2256756974 663726122
7540000 19370007 38261792 1790192101 579518264
7550000 19362962 38566510 1758193267 677724622
7560000 19644853 37342254 1873542229 680722842
7570000 19282427 37914708 2349812484 581417255
7580000 19638097 37818579 1973765766 626070828
7590000 19260895 38295625 2317591336 566041302
7600000 21147336 38171571 2299544826 563740774
7610000 19465161 40954836 1882404868 568726158
7620000 20282780 38429906 2155270786 683922693
7630000 20027517 38430335 1902392371 588629279
7640000 19792670 38847976 1835801694 644797050
7650000 19762358 38576773 2391342278 598692480
7660000 19837153 39853123 1899399984 581911016
7670000 20097903 39862185 1897238450 624712527
7680000 19812049 38396240 1847857880 685623828
7690000 19970455 38851526 2452850468 584770790
7700000 19815610 39871584 1976094346 621186776
7710000 19551680 39330452 1874390792 689290848
7720000 19606788 37431770 2043658018 576489500
7730000 19646599 38404210 2331582941 607850415
7740000 19798546 38696764 2352974257 619036416
7750000 20055507 38609841 1921234525 612513540
7760000 20200105 37462681 2174989588 602042896
7770000 20335554 39675937 2452091150 619179711
7780000 19864330 39241166 1978628370 665209840
7790000 20652630 40096111 1926859751 682121720
7800000 19651716 38011574 2007862552 597680376
7810000 20290697 38504258 2269858387 583097878
7820000 20024299 38224805 2420040313 597587088
7830000 19662331 38900556 1836856018 573741797
7840000 19981881 39459157 1862423321 667031470
7850000 20389430 39022584 2003230287 607850482
7860000 20287519 40297185 2498303228 602161187
7870000 20351493 39452388 2469834404 595391240
7880000 20532781 39546522 1956696270 624372902
7890000 20016587 40069452 2136771605 610923099
7900000 20554375 39670933 2412952791 688704793
7910000 20792540 40059872 2098841241 704731221
7920000 20807557 39447393 1969451560 614044259
7930000 20080845 40673985 2085819439 599098082
7940000 21249970 40511401 1853992759 607616906
7950000 20546500 40373850 1858938615 618915848
7960000 20135881 40050839 2436711432 605275824
7970000 20820444 39890431 1862418977 705405962
7980000 20694871 38840210 1949802130 716232375
7990000 20777535 39223560 2466694129 712034585
8000000 20643287 40090786 1915625687 632248804
8010000 20588325 39088006 1973001642 721208520
8020000 20407579 39992928 2427908817 615111885
8030000 20859683 39681021 2310348070 705760226
8040000 20768021 39547284 2022249652 655928662
8050000 20816872 38675050 1891810691 629720227
8060000 21477818 41790735 1977010511 642902140
8070000 20916278 42071128 2089231998 605899778
8080000 21138342 40924967 1935442934 607251369
8090000 20742489 39261211 2495640504 656697881
8100000 20766771 40085600 1905816133 726720088
8110000 21503368 40638439 1941932911 641743516
8120000 20910378 39899278 1985995070 673532674
8130000 20611400 41353306 1965709559 633812147
8140000 21210541 40880339 1869662838 653299198
8150000 21052434 39667997 2055936626 665301308
8160000 20728765 42211204 2491402151 749886129
8170000 20665491 40890967 2122553205 622731702
8180000 21061317 41101240 1947194535 629419193
8190000 20776551 40800645 2518133899 620000801
8200000 21619992 42600198 2530513644 728345346
8210000 21186171 39879742 1999496074 628910262
8220000 21076527 42479288 2128750987 621611262
8230000 20614255 41920969 2513379375 642984839
8240000 21075580 42254127 2014000625 619351092
8250000 21163076 40930567 2146166906 728789807
8260000 20949012 41423131 1999134072 690789918
8270000 21063708 40744196 2170004535 612074034
8280000 21256297 40291633 1967473132 600063117
8290000 21408020 43048232 2097430961 619973416
8300000 21181248 41287818 2376405788 737215655
8310000 20954176 41877662 2146229078 721446101
8320000 21594617 45011083 2181385154 622089725
8330000 21567500 41287142 2550913168 655008830
8340000 21235984 42082781 2516592513 695056202
8350000 22347298 41270710 2565531105 635925488
8360000 21418419 43808017 2564718584 746446537
8370000 21990927 43344980 1902674458 615204739
8380000 20837421 42384437 2601937972 620427421
8390000 21586575 42832907 2617362410 750228249
8400000 21847387 39717326 2243771327 613304888
8410000 21988920 43190217 2343418051 661652343
8420000 21462178 42439051 1925434675 615081464
8430000 21971105 40966580 2611914971 629656968
8440000 21358293 42773207 2513238258 748275213
8450000 21414623 42530421 2128185575 633629792
8460000 21903723 42240766 2550033601 648171739
8470000 21957263 42450245 2289417102 638504670
8480000 22081224 43209350 2209402228 613261737
8490000 21915765 43164476 2565516820 662384299
8500000 21930205 43331370 2194478027 645617377
8510000 21786978 42038174 2638197560 641342669
8520000 22193008 43025450 2534823083 742885610
8530000 21982737 42096404 2231256873 765915600
8540000 21943202 42293077 2028214282 669381331
8550000 22039119 42946681 2670651588 759030218
8560000 21703934 44497356 2192504562 1034980635
8570000 21878712 42880919 2278322097 1043294206
8580000 21962412 43773608 2588849121 1035936846
8590000 22035384 42202018 2590814362 889008420
8600000 22114319 43876602 2482556175 852236123
8610000 22094812 42307360 2614395895 935224396
8620000 22455122 43827252 2034373816 898565826
8630000 22539091 44047307 2113192611 835233915
8640000 22358566 43863942 2105674394 997398232
8650000 24297659 44115678 2109406984 849666907
8660000 21905276 41434214 2659104297 897169427
8670000 24122062 43799139 2041970138 869206916
8680000 22389345 43711793 2065266530 907986110
8690000 21949717 43482439 2150882305 887136646
8700000 21824538 44278525 2261327849 1034314321
8710000 22748169 42323223 4047787379 901046204
8720000 22251676 42439345 2124164095 934874736
8730000 22427072 44153972 2742896312 903419060
8740000 22429107 43744754 2203635149 909714028
8750000 22559990 43216925 2187512717 915106347
8760000 22716480 44995915 2034319492 881718739
8770000 22677341 43661069 2431266697 889808987
8780000 22995686 45620751 2137782744 1059421152
8790000 22734221 44699359 2733806837 946212503
8800000 23302241 44152292 2189597558 947667299
8810000 23290868 44626211 2242033369 1068226505
8820000 22548130 42666852 2646499814 918014491
8830000 22947175 45414079 2593508436 886594654
8840000 23416919 44635409 2713807556 869817922
8850000 22638519 44627915 2176247641 858667805
8860000 22544331 45224167 2244004053 1042420922
8870000 22222143 44075175 2198904774 952045668
8880000 22817930 45319793 2217383376 929743784
8890000 22541751 44436451 2220763113 1092814157
8900000 22307674 44172927 2182558518 1102768919
8910000 22730232 44270966 2758009244 908623787
8920000 23040068 44721421 2097150505 903979759
8930000 23300694 43693332 2163461478 949143872
8940000 23094144 45359268 2298545358 894471493
8950000 23578141 46697561 2366359974 909858757
8960000 23530830 46578255 2066229497 1112372608
8970000 23492097 45091166 2116635946 966158993
8980000 22952645 45202916 2218438933 894855985
8990000 22894139 43980082 2725256080 981176490
9000000 23384269 44788960 2094374999 909309027
9010000 22707196 44646296 2748520919 941045347
9020000 22909977 44748249 2306679414 917783123
9030000 23103881 46094398 2204927909 937155254
9040000 22716386 45157308 2202031948 1004208563
9050000 23123289 45614895 2192441218 927889635
9060000 23618222 45521675 2281391722 944563772
9070000 23356213 45249255 2623965095 884495648
9080000 23807795 44998720 2105778162 897183758
9090000 23545853 45286314 2361374333 1105339212
9100000 24001046 47076060 2732293408 921218058
9110000 23349762 44870862 2712274875 997150982
9120000 23231683 45183540 2185022777 1107561655
9130000 23930342 46432079 2369591670 953555455
9140000 23405795 45090194 2304509442 919347523
9150000 22874743 46148159 2332745459 1011486817
9160000 24054833 46782576 2787558788 976292919
9170000 22852725 46263434 2518026248 898942285
9180000 23965935 45612323 2308571323 1110732400
9190000 23432870 44526013 2444192263 1099756684
9200000 23447024 46362857 2207701061 1054752175
9210000 24071477 44871499 2284354207 949660936
9220000 23948176 45970387 2582862351 1069765052
9230000 24099850 47148071 2349381180 970106083
9240000 24399731 45336087 2750275597 946950130
9250000 23631153 45424743 2125796517 975476353
9260000 24029258 46305282 2754565388 914837877
9270000 24104787 46684568 2411140506 1142788708
9280000 23400569 47182871 2201942597 911683117
9290000 24782271 44699268 2122416079 1081763301
9300000 24014964 45145043 2370086601 942938235
9310000 23342666 47953043 2424974075 939773973
9320000 24527714 46455718 2283977679 1138092136
9330000 24106618 48649852 2769730040 988436134
9340000 23984091 47730328 2127951265 927960678
9350000 24135679 47750500 2212458473 970023980
9360000 24049010 45720794 2377296799 803910543
9370000 24251901 47127535 2338068418 963320102
9380000 24328040 48511281 2152272702 909395138
9390000 24201589 47341776 2890422985 906915631
9400000 25786638 45502742 1071208302 944094324
9410000 24107843 47840719 993758649 1888829997
9420000 24354683 47207466 933576284 981687164
9430000 24549391 49274343 921320676 978053558
9440000 24264538 47054436 1121347861 1003969110
9450000 23911817 46466709 1127050914 339783539
9460000 24434538 46610059 958031290 747918558
9470000 24787780 46466288 1144859229 336196095
9480000 24492011 46527650 951051953 345128321
9490000 23624655 47034362 1009417490 335859773
9500000 24150578 48584438 918098333 813027498
9510000 25090629 48154703 976441455 347478644
9520000 23975523 49280009 1112253955 828805834
9530000 25111780 46303972 954811902 336874354
9540000 24372153 46136438 971056184 829711516
9550000 24858968 48874884 986575281 339924642
9560000 24675100 48251108 953194996 334305548
9570000 24314775 46672234 977022867 343729427
9580000 24442409 47617839 919744884 734711805
9590000 24778312 48852074 1144113858 824771110
9600000 23980919 49270384 937601024 844878716
9610000 24624020 48621540 1137475344 344256208
9620000 24324400 46495410 1167753511 721174450
9630000 24241128 48990477 1086114222 728343728
9640000 25231754 49035832 1007356712 736790053
9650000 24867699 48515544 955303729 335732157
9660000 24760849 49401512 975598995 735619006
9670000 25117453 49066524 1180388661 736998017
9680000 24991366 49782601 1176110021 739472480
9690000 25158761 47763562 969241771 740441368
9700000 25287698 48381737 1171452598 848830342
9710000 25174870 49472244 967136118 709517517
9720000 24809126 49711048 1108526942 837293424
9730000 25083018 49043880 1188106153 732811723
9740000 24604930 49702223 1176371499 774695935
9750000 24967078 48411052 951650703 353449013
9760000 25025009 51101341 1158804067 726037640
9770000 25014891 45879014 1163599882 744873464
9780000 25027042 50688764 1180613471 708573210
9790000 24905454 48275552 1116739050 849083154
9800000 25463322 48278765 973259457 740786892
9810000 25566107 50485690 1142921586 769004157
9820000 25299037 50580440 968808048 856593078
9830000 27345868 51730338 963523502 768738696
9840000 25345589 51303727 964373789 755461283
9850000 24822496 50483836 1059878823 334057540
9860000 25341354 52003943 954561733 851993149
9870000 25309904 48519899 1018601207 335248470
9880000 24499999 48312996 1024815467 876987139
9890000 24881082 50396836 1194736520 744753886
9900000 25116562 51033543 1170278437 769560855
9910000 25186072 48818178 1099382557 334481337
9920000 25218219 50291059 958379365 337173465
9930000 25315952 50831015 957481358 336908486
9940000 25903785 49522888 1022650280 337432126
9950000 25577551 50370920 956574067 748866015
9960000 26017382 55405381 1019011730 335180715
9970000 25647544 48832579 1192811130 338958645
9980000 25838887 50102913 943247521 335439796
9990000 26062911 51410835 1178421695 336553772
10000000 25733409 49887542 1050436939 878273050
