Size Idx Append Polo PoloAppend
1130000 8099115 8240617 84103040 84948040
1131000 8079340 8396999 84282559 83687666
1132000 8008005 8242460 81646205 84762908
1133000 8163579 8271367 85856373 82813274
1134000 8117129 8311851 84810691 100078864
1135000 8082227 8289709 147427793 85827244
1136000 8009587 8315049 85049651 82969054
1137000 8049713 8318556 82857794 85438423
1138000 8145610 8364679 86690949 82749571
1139000 8137705 8381911 85891879 84371143
1140000 8204286 8319700 83549678 88167798
1141000 8137486 8370177 86755793 82992126
1142000 8138841 8346549 87291770 83347916
1143000 8120551 8347973 84737806 82788802
1144000 8162865 8494898 78961848 84120990
1145000 8172743 8384488 78739153 82245494
1146000 8116329 8483860 77308088 82872067
1147000 8184452 8357087 77171648 84791029
1148000 8209434 8477453 78397823 82650658
1149000 8157623 8458529 77552030 86042916
1150000 8254504 8489484 78235710 84750700
1151000 8255873 8402935 85074597 83398051
1152000 8348140 8460381 85546126 85476703
1153000 8219912 8473817 85909884 83285600
1154000 8239120 8492949 85163397 86752940
1155000 8260244 8457148 83757243 89801093
1156000 8275952 8484081 85985498 85378140
1157000 8273808 8463790 86454315 86086914
1158000 8299672 8516890 85960478 85781608
1159000 8403925 8541712 85561580 83081909
1160000 8400237 8552971 85639839 84019621
1161000 8344374 8496857 85901283 84203568
1162000 8320504 8563131 84918123 84038302
1163000 8202336 8497772 87259303 86294920
1164000 8366896 8542756 84599329 85891799
1165000 8326792 8546604 85952106 84003750
1166000 8318058 8599153 84766666 86208215
1167000 8312602 8526734 86734201 85456522
1168000 8360314 8594542 85336198 85734788
1169000 8314168 8567763 87415935 86701679
1170000 8327812 8573753 88335025 87189303
1171000 8413410 8579897 86051680 85366122
1172000 8278234 8562224 89718400 84988710
1173000 8341338 8530349 86236552 84088389
1174000 8410028 8599371 84380095 83732671
1175000 8364799 8602851 86165846 85160416
1176000 8411678 8612818 89712704 86519466
1177000 8387546 8548729 88209471 87304328
1178000 8338845 8566193 90672482 86501663
1179000 8357018 8593727 89986459 85435731
1180000 8399560 8640911 87511727 83987212
1181000 8445693 8811195 87789113 84087541
1182000 8541172 8766068 86587754 85957948
1183000 8540633 8667995 87158420 86217841
1184000 8345875 8611041 92600380 85140739
1185000 8422025 8655570 87500930 87828969
1186000 8407074 8685858 86696202 88153317
1187000 8529094 8656052 86249869 87342159
1188000 8412637 8669867 90179909 87107811
1189000 8457856 8692048 87414242 89662328
1190000 8454632 8817053 88618802 85866095
1191000 8550498 8699961 87011603 88562295
1192000 8489727 8693917 86673750 89641000
1193000 8481828 8718870 85426947 86945794
1194000 8500048 8741846 87103351 87402138
1195000 8428615 8700690 90252314 91480811
1196000 8463085 8756036 89623496 85901525
1197000 8528301 8891098 87310192 85590117
1198000 8458889 8728718 88638636 87529512
1199000 8609365 8826046 87194118 86441650
1200000 8537268 8775540 86985246 86285365
1201000 8606541 8832486 87607628 86744556
1202000 8555200 8814005 87125265 87875724
1203000 8542001 8881496 88918460 88004498
1204000 8630932 8902827 143076490 93734911
1205000 8683925 8796921 129072156 88679414
1206000 8582563 8792154 161100479 91052969
1207000 8616190 8759234 86723031 88376087
1208000 8516617 8789160 89301608 88626727
1209000 8564456 8937745 91807094 89018725
1210000 8588919 8867797 90821491 88642432
1211000 8542146 8879966 87448398 88587277
1212000 8578500 8865873 87335509 88268808
1213000 8599983 8913582 90133277 90826255
1214000 8607005 8906953 90663507 87748924
1215000 8593719 8888359 89866708 87461659
1216000 8634239 9004120 90874524 90539263
1217000 8712345 8895371 92351400 87637154
1218000 8943976 9787041 96095508 90992458
1219000 9273758 9067729 90993602 90143463
1220000 8755271 9030728 91717441 89495370
1221000 8793275 8935217 91412407 89137807
1222000 8856389 9047988 91994518 87970395
1223000 8849358 9015863 94815637 89692863
1224000 8749125 9025309 94519390 89309779
1225000 10283665 9047591 93150069 88216007
1226000 8853851 9016040 92539081 88841546
1227000 8871653 9200922 93252191 94614686
1228000 8869105 9066904 92252914 89260680
1229000 9098243 10136691 93773991 94921162
1230000 8917478 9231331 170296396 91733007
1231000 8931654 9974794 167763289 94430820
1232000 8978798 9137453 163521204 92891165
1233000 9057427 10446509 162665910 91839914
1234000 9015562 9237649 156615714 96271866
1235000 8992974 9303196 133371230 92052847
1236000 8852604 9065350 157891667 107582632
1237000 8902006 9153261 94269358 91205983
1238000 8866861 9172928 94129564 89660365
1239000 8997932 9091623 93884757 91531452
1240000 9577868 9128954 94948503 90772653
1241000 8966885 9133496 93809538 96739071
1242000 9500451 9122656 94465853 90444037
1243000 8846931 9214712 92946181 101460399
1244000 9020852 9229966 100324298 90285489
1245000 8942056 9197495 96584695 90380068
1246000 8926272 9276319 92935821 91847956
1247000 9108368 9298287 95908731 91183769
1248000 9214169 9300520 92878818 95170796
1249000 10085848 9217194 106236107 98499953
1250000 9055824 9171443 137133553 95585186
1251000 9132199 9335544 105294531 94120729
1252000 8981291 9323291 96956336 93087270
1253000 9098980 10186162 93323398 94534527
1254000 10053806 9449733 94781913 90310946
1255000 9145244 9344350 94256269 91764505
1256000 9316173 9326938 105838981 91380383
1257000 9401401 9333629 98962750 91971298
1258000 9285657 9440143 93693915 106229806
1259000 9198274 9388491 98248228 93569613
1260000 9193413 9272610 92331929 90675248
1261000 9098816 9614112 108398756 91955656
1262000 11334563 9391392 94579715 91000463
1263000 9160407 9758233 94987428 95553420
1264000 9338744 10142972 110646401 96752434
1265000 9484826 9880160 94686856 92496014
1266000 9129606 9673794 96360286 94794921
1267000 9113282 9533275 96159017 93230267
1268000 9170747 10914879 93462065 92825033
1269000 9178733 9604635 99631582 93474131
1270000 9345502 9489190 96605596 108619534
1271000 9307454 9592780 167904400 100194393
1272000 9262957 9449345 149356281 96406094
1273000 9260554 10903920 163821677 99109191
1274000 10161836 9633835 95095308 99645145
1275000 9227607 9461870 94127904 91798517
1276000 9318326 9638629 94870775 94007907
1277000 9291299 9778622 94996370 92036758
1278000 9448928 9632225 96425464 94794542
1279000 9345200 10184540 96402289 99097375
1280000 9278606 9552641 96024390 95264366
1281000 9915863 10011918 94905834 93570026
1282000 9600253 9679606 99338993 94067574
1283000 9553984 10678379 97599307 103389033
1284000 9433357 10150462 108720383 99686580
1285000 9948977 10386838 181851630 95730872
1286000 9787708 9993185 159039435 98890357
1287000 9982126 10023092 191907543 103874764
1288000 10716776 10957724 182711918 107655847
1289000 9834200 9641220 180186028 122567533
1290000 9745231 9819499 155712800 102280689
1291000 9526533 9720717 176011529 105279658
1292000 11489319 9648358 153098815 105089934
1293000 9759988 10659115 174043831 106031261
1294000 10077378 9698409 160407639 102425459
1295000 9580377 9568080 169585106 99662333
1296000 9343924 9826321 170295671 93980850
1297000 9522076 10482010 164949955 99947387
1298000 9574219 10703433 161761307 98459073
1299000 9513892 9930649 147226186 104036251
1300000 10520728 11877662 98197759 98706907
1301000 10349275 10109461 98941422 105171189
1302000 10525715 10698009 102899380 100509846
1303000 10856338 11555941 99265991 99764974
1304000 10569680 10753582 116260816 102937009
1305000 9617248 10307707 110027770 99455052
1306000 9544531 9677012 96656096 97578905
1307000 9957528 9891635 98449341 107033354
1308000 9582099 9970816 96103996 97947342
1309000 9857701 10276392 97432860 99095251
1310000 9655344 10155912 99835379 96986563
1311000 9830099 10135642 104559578 96918724
1312000 10062498 10109737 101775275 99334021
1313000 10271528 10124339 100684092 94587939
1314000 11331550 10329985 99829774 106800742
1315000 9896608 10189070 104303063 104570094
1316000 9855646 13015992 106181753 100492858
1317000 9857203 10460854 104422385 98109065
1318000 10092521 10012900 104062175 114949010
1319000 9669045 10433798 103562740 116333260
1320000 11403496 10073269 115923347 119595469
1321000 11252867 10578461 124291244 99549473
1322000 10218036 10766865 102641891 100877864
1323000 9646696 9897310 101737993 101413497
1324000 10301660 10143039 108854240 101301588
1325000 10354581 10024350 95605636 102420279
1326000 10079939 9770019 100080269 98039938
1327000 11773694 12557660 108336584 108767085
1328000 10787545 11179181 105439277 103197950
1329000 10481943 10306470 101029860 123907939
1330000 9786768 11330480 98651461 96889241
1331000 10123270 9835409 98755916 98295959
1332000 10179320 9895130 100588903 97047955
1333000 9489646 10127624 97457034 102773892
1334000 9776814 10220005 104097309 95654748
1335000 9972257 10028901 99190354 97049812
1336000 9889722 10101086 101444022 99852131
1337000 10292485 10210249 115565895 102588766
1338000 9710331 9928416 102166262 97278381
1339000 9765607 9851823 98640812 98469390
1340000 9646840 10239797 100538393 97137140
1341000 10000498 10036313 99549003 99192083
1342000 9684718 9881865 101164258 101709083
1343000 9939142 9934738 103627162 97740818
1344000 9624125 9894461 100065003 116198840
1345000 9713257 10084106 99845367 97083969
1346000 9861424 10314016 98625702 101914648
1347000 9952213 10137263 101212081 101141281
1348000 10289684 9932406 99121954 100960716
1349000 9737604 10904796 99012975 101068149
1350000 10196141 10013491 102700764 102860931
1351000 11625506 10075236 100252668 99876537
1352000 10419523 10131350 100051079 111892577
1353000 9862148 10395742 102742822 99885468
1354000 10084255 10354506 101650463 98188855
1355000 9817979 10461347 100008565 100849537
1356000 9901274 10174403 100506496 103913727
1357000 10056255 10124043 101246948 100514297
1358000 9816846 10293920 99698559 113109007
1359000 9893056 10187937 102970829 99103320
1360000 9823036 10003843 98819451 99404339
1361000 10109858 12141295 100376152 100262448
1362000 10290510 10214342 101846400 99256261
1363000 10475801 10138337 102014951 100443528
1364000 9892213 10024143 100460558 99160301
1365000 9997163 10009417 103086441 102565292
1366000 10093285 10103944 103300367 103593022
1367000 13273543 10012177 100019346 101796435
1368000 9913731 10147546 102299272 102571514
1369000 10120736 10162530 102791907 117001830
1370000 9774725 10146054 101278552 103513252
1371000 10153520 10237714 100983858 100526364
1372000 10475733 10063656 103357739 100462939
1373000 12137845 10087004 100137453 100569962
1374000 11031481 10266947 107765839 102330389
1375000 10647190 10606281 101017994 101048240
1376000 10828303 10672223 103475446 101213478
1377000 10128216 11412002 101627442 101199779
1378000 10280560 10458906 105656815 100774742
1379000 10184978 10216774 102335420 119412336
1380000 10745385 10526159 100503575 100921418
1381000 10075582 10412356 104521342 102058035
1382000 10183220 10445437 101096642 117779361
1383000 10186517 10456796 103301895 103116131
1384000 10080093 10252651 105061488 101033141
1385000 10264172 10407691 109222246 100534479
1386000 10341912 10466316 102717552 100611450
1387000 11024621 10654838 103255996 104691547
1388000 10941186 10186544 103352003 106257951
1389000 10182412 10390711 136932700 104689763
1390000 9984351 10303815 124719837 101142795
1391000 10173558 10619427 112662554 105200438
1392000 10137422 10483288 109675504 105116395
1393000 10290731 10380351 108495640 105422821
1394000 10377025 10722641 112988029 114830955
1395000 10506977 10740537 107943939 101591582
1396000 10053359 10329462 105638110 107836721
1397000 10230692 10874932 102010706 104720047
1398000 10079912 10433330 104274696 104555775
1399000 10053910 10218580 103032022 104071639
1400000 10232406 10437907 104996485 103536872
1401000 10326280 12051159 102042407 103515959
1402000 10225762 10385305 102736972 108076814
1403000 10243067 10427303 103267626 103599854
1404000 10475554 11528754 103752139 104950095
1405000 10193805 10860265 102861607 102748666
1406000 10116362 10445274 103505280 103157225
1407000 10447165 12363499 104444295 105268118
1408000 10420242 10589746 106565126 103826187
1409000 10294445 10637870 106639105 103918318
1410000 10568291 11308939 106944851 107582460
1411000 10269493 10496898 105058171 106815324
1412000 10316008 10579506 106409429 121329703
1413000 10368515 10566217 105162378 103139240
1414000 10357133 10460302 103825187 103877086
1415000 10219556 10368318 109120188 104976935
1416000 10319021 10460794 104289599 105891933
1417000 10529157 10368308 101948572 102766634
1418000 10138344 10385047 105810965 103766345
1419000 10248878 10449328 103135669 107532158
1420000 12241269 14004264 116100451 108317994
1421000 10271492 10463321 105544840 104331056
1422000 10154862 10602033 106325098 105629124
1423000 10434716 11517069 108482185 105884787
1424000 11151058 10440247 109186767 107693739
1425000 10052867 10403836 103696163 104710337
1426000 10057262 10396574 103072492 103530527
1427000 10184754 10440118 104460533 100966926
1428000 10166825 10351269 106878941 101399275
1429000 10251568 10523301 104746423 102983045
1430000 10201554 10358999 104476833 102043531
1431000 10161382 10375722 108650342 101679484
1432000 10023150 10352565 106231059 105021877
1433000 10114092 10409445 103472127 103654086
1434000 10126499 10420044 103045229 101254964
1435000 10122482 10382943 103626880 100995599
1436000 10098481 10435829 103185369 102927271
1437000 10341524 10559599 104572720 103311834
1438000 10062580 10372778 104527263 101507237
1439000 10138957 10382528 104036745 103498348
1440000 10058943 10302012 105144873 100493892
1441000 10136196 10537832 104319757 103436928
1442000 10123721 10416381 105605698 101150847
1443000 10174571 10536533 104580506 104423272
1444000 10158202 10565855 103291399 102335884
1445000 10335302 10675982 108832090 101553423
1446000 10308298 10400757 107930857 102445916
1447000 10198622 10529412 104351814 101585921
1448000 10347515 10618591 105068504 102773398
1449000 10342293 10637054 107170481 103926054
1450000 10212451 10460986 104675070 102826737
1451000 10277022 10496421 111246994 101420512
1452000 10294609 10549212 143500500 114862340
1453000 10241899 10595748 142533610 119915813
1454000 10284819 10587226 144308893 113713067
1455000 10394333 10526055 108063837 105601796
1456000 10208536 10474864 106192737 101621173
1457000 10268791 10507682 107228219 102118815
1458000 10310887 10520842 107174953 104285374
1459000 10300416 10700655 107708066 104708052
1460000 10364614 10479804 109641049 102444660
1461000 10339401 10636277 104195952 106302583
1462000 10352689 10601410 104499689 104282462
1463000 10409578 10737936 104669404 102762715
1464000 10390230 10530861 108216785 102616365
1465000 10247937 10575939 105253845 103660077
1466000 10313931 10598069 104548865 102804055
1467000 10460309 10619948 105167871 102607537
1468000 10421035 10553430 104677029 105851720
1469000 10431179 10632226 107651987 107014054
1470000 10295462 10646644 106383708 108998197
1471000 10499279 10685390 107009705 102961545
1472000 10343298 10584461 108525547 108300167
1473000 10525343 10583590 110295781 104093414
1474000 10304744 10637244 108827711 104143877
1475000 10354103 10701916 106667909 103591879
1476000 10415041 10726890 146784428 112406604
1477000 10366968 10688634 146282959 115589358
1478000 10435120 10665027 153915083 115423720
1479000 10490058 10731727 148952912 109174454
1480000 10471808 10857922 151883696 107038295
1481000 10484168 10876647 106436260 109576830
1482000 10386095 10819265 110266288 103044021
1483000 10401859 10678347 113555606 103896649
1484000 10494073 10689977 107098212 108492210
1485000 10479449 10786570 108441374 104179523
1486000 10559605 10833937 107111354 105056860
1487000 10532113 10750850 109455877 105880989
1488000 10566077 10781035 109157107 107300389
1489000 10509309 10800697 107544447 104315217
1490000 10560001 10803946 106083411 104575424
1491000 10483760 11014282 108702582 107336877
1492000 10480308 10765925 112589432 104582751
1493000 10500743 10826671 109053885 116186412
1494000 10497383 10821256 161774401 117129827
1495000 10715308 10864976 161515531 119912839
1496000 10547550 10780423 109214753 114995426
1497000 10670338 10887537 108295891 109017542
1498000 10587434 10813750 110304486 104644638
1499000 10610227 10925531 112226232 105466303
1500000 10556946 10848086 113811812 111882742
1501000 10589069 10896013 109674579 111421861
1502000 10586089 11000654 113953635 113981061
1503000 10719681 10910356 110175526 115246131
1504000 10651337 10888724 109373972 110871985
1505000 10572432 10918230 111562031 109340850
1506000 10453599 10734797 111573181 118077515
1507000 10571343 10907487 114624990 116194418
1508000 10545043 10875463 110220160 109067093
1509000 10700169 10970656 111765359 117923384
1510000 10598939 10932146 113499159 118389641
1511000 10657851 10994626 114370267 117106451
1512000 10638654 10915916 171159376 118754724
1513000 10719128 10933406 160807377 120856965
1514000 10671483 10884609 108742945 117909207
1515000 10696056 11007220 110502893 116996173
1516000 10634063 10929209 114665025 116046208
1517000 10650466 11048918 109217751 117234634
1518000 10969585 10908146 109665434 118623427
1519000 10709029 10971051 112415942 118322740
1520000 10730371 10961403 114107701 117819437
1521000 10691858 10916800 110884234 119475390
1522000 10735736 10953788 111923615 116009414
1523000 10758151 10976970 111166257 122404661
1524000 10921695 11058461 111005835 116776420
1525000 10721961 11034235 110927048 116615476
1526000 10897102 11034133 112506566 115358372
1527000 10742236 11073842 113492405 116351034
1528000 10705969 10954753 110991304 126339222
1529000 10721730 11045790 110902092 121035632
1530000 10853247 11038665 112652828 118151027
1531000 10882300 11114773 111185698 116899010
1532000 10717635 11082967 113216747 115789575
1533000 10810761 11128940 113766060 119358799
1534000 10794664 11095450 113119189 118932623
1535000 10836697 11058485 114705184 114753100
1536000 10826149 11101926 113720199 123368263
1537000 10915394 12110894 112663265 119765635
1538000 10940170 11252486 112131687 117326186
1539000 10840361 11129295 112757326 116413645
1540000 10828800 11139381 114386160 117336611
1541000 10996404 11205646 112041650 119998058
1542000 10956877 11150253 112037691 118594630
1543000 10920600 11158412 113222004 119056880
1544000 10856702 11165166 113808235 121288621
1545000 11174249 11167777 118335741 122394693
1546000 10846114 11127841 115346318 119957566
1547000 10888507 11140469 138792609 121947512
1548000 10834819 11152216 161985211 123001385
1549000 10823633 11149962 158251944 123950021
1550000 10915097 11281946 112854544 117271320
1551000 10824032 11203338 115250564 120755518
1552000 10835448 11198770 113461988 118078253
1553000 10959073 11144369 113178265 117385424
1554000 10923660 11159518 112801957 118674006
1555000 10980787 11285565 113462730 126475350
1556000 11057180 11318716 113313878 119207226
1557000 11099647 11249404 118582459 117826322
1558000 10943384 11217707 113075483 121809696
1559000 11079232 11311958 114480669 120451336
1560000 10905198 11209497 113481765 118783889
1561000 10984936 11273235 113177852 120414369
1562000 11007589 11288987 116047883 118411682
1563000 10972100 11459478 114315932 111056903
1564000 10989782 11424014 112901947 120165599
1565000 10966978 11285556 157500795 124019297
1566000 11031946 11526748 115195860 121634458
1567000 10944950 11199645 114005826 112343713
1568000 10990869 11253172 114681257 112803719
1569000 11060576 11283459 114170102 118765893
1570000 11007303 11371988 119101462 113830429
1571000 11124775 11414334 111602546 123158073
1572000 11134911 11269932 113973040 116286164
1573000 11102916 11590870 113693295 111237436
1574000 11388819 11370736 114059766 123946020
1575000 11046794 11379786 120768260 126307787
1576000 11012930 11323142 114326224 111526693
1577000 10980097 11490041 114520654 114952791
1578000 11087389 11388447 115877463 112730525
1579000 11143445 11477280 118169714 112109025
1580000 11131107 11364841 120288369 112106552
1581000 11186370 11419655 115873748 125610913
1582000 11183172 11365087 115000832 116439627
1583000 11181651 11474820 120437447 122795719
1584000 11160489 11430864 167653626 129609642
1585000 11110867 11434762 158273253 123523312
1586000 11128802 11461161 161343385 123575459
1587000 11186564 11462208 116889067 114835139
1588000 11221259 11476962 115547330 117980399
1589000 11152682 11526460 115618685 115227388
1590000 11283335 11486316 114775411 120392365
1591000 11321891 11533570 116507145 116907817
1592000 11201422 11571766 115025462 115046626
1593000 11217390 11531348 119990361 112739144
1594000 11321081 11674439 116496307 113014463
1595000 11249719 11719676 115794290 112922695
1596000 11267326 11649967 115696188 123446633
1597000 11217453 11563072 118395823 113809424
1598000 11211151 11475327 117491123 114962726
1599000 11242508 11504991 116041849 115620867
1600000 11279112 11535622 170032863 127856349
1601000 11203538 11609106 161954639 123943161
1602000 11247352 11529409 170128680 126311473
1603000 11482355 11593844 115774474 113632074
1604000 11277721 11469501 119835201 125245539
1605000 11247599 11517280 118936549 120680939
1606000 11234642 11548501 116019752 122896793
1607000 11338800 11628984 120675661 122883167
1608000 11296221 11619107 117002337 120078537
1609000 11312423 11621130 119005310 117799297
1610000 11256936 11774068 119669262 114009610
1611000 11474037 11638600 116691542 118890144
1612000 11321392 11591241 118229947 117115525
1613000 11346839 11677712 118086931 125507768
1614000 11382511 11803607 121384631 114112350
1615000 11470969 11716695 150801505 121737651
1616000 11859215 11595229 162962200 124306258
1617000 11642425 11652097 119535901 116466243
1618000 11357059 11730230 126972284 114761725
1619000 11488265 11673068 124945530 123076892
1620000 11383407 11678830 118402795 114674808
1621000 11432464 11659361 121108359 117668703
1622000 11319322 11579320 118933220 123534088
1623000 11543965 11714218 118461632 124178008
1624000 11378324 11766313 122620772 118032332
1625000 11630538 11834374 119347212 119987934
1626000 11454518 11777089 123324176 126760878
1627000 11442454 11713493 121040159 116235604
1628000 11412301 11788809 120039508 115843551
1629000 11491995 11775737 120317448 120584297
1630000 12267192 11765277 118675100 115472128
1631000 11616961 11809015 152185889 123860098
1632000 11558583 11773972 119517831 116133539
1633000 11479860 11833503 121914560 117942647
1634000 11449068 11819797 119641301 117025659
1635000 11555356 11958607 120346637 126369051
1636000 11463145 11933530 124813948 118594765
1637000 11360956 11845449 120707956 126690572
1638000 11461775 11778066 122705603 117975767
1639000 11531383 11922778 119309855 119766579
1640000 11475354 11951486 119174480 119125737
1641000 11513271 11997880 119924277 118993007
1642000 11610158 11841757 124282690 116346640
1643000 11700536 11917375 119426970 116294768
1644000 11527158 11797183 121014782 128614893
1645000 11642686 11847171 117120549 130244538
1646000 11627300 11951976 117217157 125773436
1647000 11786179 11960807 209428700 140444348
1648000 11592575 12148363 207247573 129035320
1649000 11586148 12071311 172254035 127213106
1650000 11583928 12082663 117441670 129629057
1651000 11584535 11850201 126390049 118047665
1652000 11576794 11883019 120228360 132163535
1653000 11633388 11944664 121884709 127433895
1654000 11484061 11861373 120596042 129381410
1655000 11584655 11891765 120083340 127115614
1656000 11681492 11885962 127228219 117705903
1657000 11658002 11980552 122589049 126092200
1658000 11561770 11943010 121166345 130691538
1659000 11637307 12009691 126416278 126663225
1660000 11728080 11994911 120757228 128270641
1661000 11695373 12048735 119378483 129667162
1662000 11685031 12178610 121308158 121444645
1663000 11758638 12136909 124332184 127499480
1664000 11779925 12121718 120082199 129700318
1665000 11755823 12162238 118843481 126772362
1666000 11787972 11913687 119615125 125517114
1667000 11754657 12123832 119221872 128952195
1668000 11838025 12019985 124452631 129719045
1669000 11797725 12126164 119000910 126052466
1670000 11753805 11926263 122842846 117516028
1671000 11730809 11952863 122661049 127477507
1672000 11918658 12025854 124388349 128388024
1673000 11882494 12109332 119902384 126830827
1674000 11764499 12077654 122014807 127499454
1675000 11868750 12117194 120943838 127590198
1676000 11790695 12124076 119166396 119338406
1677000 11808707 12133975 122334174 126659630
1678000 11883862 12128885 120355622 136208808
1679000 11827875 12082056 121972299 127827723
1680000 11774777 12127206 119458413 130377559
1681000 11895610 12014950 123965367 128180908
1682000 11952843 12162371 119958632 127773179
1683000 11874128 12229450 123472269 131216481
1684000 11966976 12148278 209092833 144935570
1685000 11864200 12145662 121683335 129235268
1686000 11868035 12025825 124537142 133667364
1687000 11815849 12109434 119994474 128033434
1688000 11812210 12221380 121236510 128252545
1689000 11909559 12250745 126912839 128983664
1690000 11890966 12223832 129416605 128387405
1691000 11937715 12202720 120054257 119978491
1692000 11950932 12191790 120457074 133205075
1693000 11950856 12220654 121340662 128665216
1694000 11900036 12318188 124676968 129163986
1695000 12022933 12167591 121606627 129629732
1696000 11832108 12165271 123490648 128569368
1697000 11891942 12298005 126693225 128825313
1698000 12013989 12256971 120203733 129627345
1699000 12079344 12193857 121467151 128519418
1700000 12145811 12194510 120978007 137219383
1701000 11932502 12216642 129240889 128995584
1702000 11929304 12284617 122791795 134590839
1703000 11841056 12111153 121854965 133713603
1704000 11857059 12245631 136088497 145893426
1705000 11962194 12370916 148376850 141837964
1706000 12144534 12311026 144508020 143353950
1707000 12129729 12258562 145063129 141768097
1708000 12073232 12282560 132355735 146521339
1709000 12372537 12394911 133638863 143037417
1710000 12050321 12320412 143936195 140974036
1711000 12061263 12308255 145336113 140333711
1712000 11965613 12320842 133651047 149871675
1713000 11991692 12391052 130603528 147767964
1714000 12146863 12242786 131891513 145831781
1715000 12077514 12224367 158986680 149930350
1716000 12366982 12272340 133414083 146467954
1717000 12010826 12407398 148152791 147082544
1718000 12065998 12349749 146667132 143449206
1719000 12004631 12479931 133864026 153490499
1720000 11976941 12412105 133345833 151426970
1721000 12007711 12386528 135459849 147336656
1722000 12141041 12352055 132471952 145705710
1723000 12091764 12488404 149725914 144594210
1724000 12165602 12378833 151633188 145947076
1725000 12281851 12587805 133991351 142857991
1726000 12082137 12373228 133310389 145966545
1727000 12346899 12459303 130829292 144575111
1728000 12091306 12506858 144878889 151186009
1729000 12160851 12587778 134482454 143450019
1730000 12314252 12439899 148508688 148327296
1731000 12194641 12463003 122847503 147620495
1732000 12074103 12606545 132599829 145147244
1733000 12054298 12491665 133590739 146894544
1734000 12160184 12436598 133557652 148255465
1735000 12099771 12447914 199960435 146413255
1736000 12309700 12556144 160472333 151550429
1737000 12058815 12400675 159071651 156020294
1738000 12509646 12510258 159807903 153292479
1739000 12200281 12603136 164531704 146859669
1740000 12229323 12480636 155858633 145480692
1741000 12206113 12599265 147631431 146092710
1742000 12399756 12618312 148873855 145866677
1743000 12313825 12542940 137823648 148753371
1744000 12357662 12506010 132753174 146560670
1745000 12307188 12643695 147820113 133626889
1746000 12415175 12589718 133925200 144203140
1747000 12196093 12657304 147327158 134136426
1748000 12295749 12568217 135078006 148708826
1749000 12177483 12491971 150214855 149069425
1750000 12271718 12556957 148907959 144661235
1751000 12200492 12602263 146697416 148292894
1752000 12401168 12758151 150026317 145170555
1753000 12239420 12511684 149135065 145130863
1754000 12237195 12584651 149278163 143734302
1755000 12366276 12678320 151378791 147462223
1756000 12246535 12746286 152918444 144246972
1757000 12377327 12680438 152010012 147210780
1758000 12368194 12672934 160838718 144981047
1759000 12441316 12704421 150794765 149341789
1760000 12570909 12806867 149615628 145934972
1761000 12403727 12689842 151315204 143533071
1762000 12327906 12633644 149208404 146862212
1763000 12435648 12858055 149684559 147093292
1764000 12649215 12739533 155514045 147587561
1765000 12409955 12769695 158944498 145000181
1766000 12525867 12712257 150825902 149025968
1767000 12411374 12849837 149399949 146449041
1768000 12279075 12776249 151796628 146508029
1769000 12366242 12809291 153094002 146760664
1770000 12445343 12587189 150599569 146270547
1771000 12428198 12794721 151781663 155974593
1772000 12525798 12825495 151350706 146750234
1773000 12580542 12900226 151177041 152238196
1774000 12374646 12711318 125217416 151789560
1775000 12454250 12776191 133724952 152649007
1776000 12504713 13107483 209763871 194396878
1777000 13394584 12865296 220315227 186711873
1778000 12782331 12848039 125099900 145101544
1779000 12674643 12823876 125098518 149169555
1780000 12542436 12782566 127460529 147366654
1781000 12542588 12866081 124825925 147703026
1782000 12588196 12817252 126802592 147967903
1783000 12537145 12840380 152618189 148869231
1784000 12504147 12850752 148626226 156474579
1785000 12483837 12873028 127250430 147317957
1786000 12568403 12843441 132683460 148833993
1787000 12530780 12820393 123772984 151570007
1788000 12494460 12882014 126032652 148696107
1789000 12521489 12858965 124566187 152270617
1790000 12497127 12787251 147398330 150598768
1791000 12708528 12870679 148750492 151141722
1792000 12658093 12853738 128166887 149521029
1793000 12607222 12862387 123312540 150800290
1794000 12510001 12935138 123626194 150081541
1795000 12607219 12804527 148220080 149105824
1796000 12679343 12961153 125283309 156703341
1797000 12693937 12892134 131096051 157961935
1798000 12727027 12843207 171414208 158145467
1799000 12877808 13022480 122792526 148960713
1800000 12713930 12851502 121350507 147019062
1801000 12484051 12910350 124065265 149145476
1802000 12514175 12972918 121417435 146570616
1803000 12814943 13037880 151942640 148111907
1804000 12788437 13031255 124887044 148857029
1805000 12781801 13080125 149730457 148789803
1806000 12601886 12869999 123259065 147861549
1807000 12551861 12919296 148614771 149900812
1808000 12613394 13070449 124298534 149889371
1809000 12932136 12895364 123637569 158086295
1810000 12628017 13060670 124828047 157311933
1811000 12732941 12991367 126038718 154290251
1812000 12644084 12897847 124933960 147686460
1813000 12722646 13209256 124930025 149554881
1814000 12764667 13023971 154410848 152128997
1815000 12765923 13094658 125745702 160802934
1816000 12707049 13130549 122637685 150526062
1817000 13836562 13124235 126048428 157587222
1818000 12872653 13033677 123302582 148850507
1819000 12835143 13112095 125628625 152742735
1820000 12847270 13150480 124080848 149430497
1821000 12761239 13165641 136982003 156515719
1822000 13016745 13118567 224730216 176072625
1823000 12977170 13227957 205021314 195592038
1824000 12949346 13136369 168957497 153047339
1825000 13008535 13059810 209086763 169690621
1826000 12951217 13426403 123078362 150158891
1827000 12755474 13143613 124274515 150196102
1828000 13105727 13105320 126461211 150854400
