Size IntIdx IntAppend PoloIdx PoloAppend
6990000 186285416 226027609 587352361 592358370
7000000 206961918 224644408 625534501 598485635
7010000 217171608 245094082 560946814 627991242
7020000 196522724 214225026 587540449 556235648
7030000 204035128 218518500 575450483 566966684
7040000 194685641 225671268 586747972 570281944
7050000 197035024 228026506 532538048 559237228
7060000 220312086 220224832 562407429 561342251
7070000 207186426 240638829 590014557 571759034
7080000 214711842 228392554 564813374 592055028
7090000 202341180 238928683 544265726 552578976
7100000 222553924 240048076 564857135 592825719
7110000 187653138 241947179 569376013 593193153
7120000 193054217 249577750 576040360 607176955
7130000 189708463 232495922 573749225 609850270
7140000 189101161 240243602 612565396 550582747
7150000 219441758 228001948 603672025 595953351
7160000 169384693 247850315 624322087 581257064
7170000 206368990 248508827 599109273 560829435
7180000 196575065 239308739 591715092 555623483
7190000 201746931 237699287 580546083 639628550
7200000 193752500 213895864 584183006 600448875
7210000 220702941 221326915 608455389 582107816
7220000 209638358 227233450 672284091 560204537
7230000 226044760 234683193 582513599 612554595
7240000 182235778 226399509 581017106 613613254
7250000 214959415 241513297 576784899 631199928
7260000 226646095 240182020 628189260 589948429
7270000 240177281 252700450 597947315 612905724
7280000 223099237 226492938 569655007 590165851
7290000 218960644 237395941 590663681 600020428
7300000 213391460 242474812 585953520 574369770
7310000 218455221 231652492 613552952 572931483
7320000 219421854 263885146 576499649 577782697
7330000 219617732 239587889 609834553 639937639
7340000 218278147 238962158 629808400 600560083
7350000 208002773 230273616 557287209 596929086
7360000 188995125 235689731 578334441 601082765
7370000 226006617 255468555 571792192 593088214
7380000 224116018 224840010 588478358 634738891
7390000 212889359 240422234 587625013 558954508
7400000 220849646 220617318 567728660 610537665
7410000 208152862 230394707 621678868 621570468
7420000 241953225 230998174 606450430 622563890
7430000 228735185 233801623 592574173 614934089
7440000 211471497 245026142 575693658 599368797
7450000 203602923 233571218 569713370 624767692
7460000 213437777 243048713 586678024 659742245
7470000 221705497 241984394 602315465 626775662
7480000 216546076 251289287 594159527 577116889
7490000 242118948 250610868 566083244 623967634
7500000 225370257 221047778 553819586 594496636
7510000 217407470 235321040 614045832 602710407
7520000 211332667 246517782 596448004 648089594
7530000 226746186 248423320 568077400 621755788
7540000 223943661 260673556 632473144 617059082
7550000 220740774 233425537 627192786 653721364
7560000 208962182 241691188 573599328 610198639
7570000 218542029 226764231 602124945 611921706
7580000 231953590 238619844 605632086 605473012
7590000 230842144 250650058 568464322 680698682
7600000 241941313 228847501 567594115 611877556
7610000 240526982 247238778 619236083 626829840
7620000 201523510 252446902 596594217 602037148
7630000 239123447 244673928 632736813 664688103
7640000 242308542 228496020 643871743 646175554
7650000 227083842 248294031 605828461 638146139
7660000 206230338 253348292 578356048 619049686
7670000 224079190 257030832 608370565 619135579
7680000 227572974 247946593 592429369 587939885
7690000 225692544 248359982 598055874 636134379
7700000 238526907 252304324 586163739 621353100
7710000 225758874 247477600 576640079 635824092
7720000 230669148 250389955 577755024 586595581
7730000 233738219 247631897 658743800 623897588
7740000 238100900 274518865 573002926 598621396
7750000 225493204 247830254 632316244 631187184
7760000 216166952 241996391 665134977 641795638
7770000 237754788 243226882 633031637 634770848
7780000 248954121 274093455 596964687 625767451
7790000 225522400 253464505 645506642 620300425
7800000 256488266 254178201 603275538 627478174
7810000 236073523 244080853 604277100 607661362
7820000 261618004 258287616 627393337 620712420
7830000 216913750 248171798 640974891 621786339
7840000 246180727 260030859 633022173 595065288
7850000 248553962 260538279 649665088 600600998
7860000 221659649 265479731 646156295 623121923
7870000 243141327 258773009 652404892 642201372
7880000 237767403 264895038 621209970 595270603
7890000 232252103 228853938 641563715 633546006
7900000 228649731 255674663 651550430 636966885
7910000 243026334 247858168 648278632 600731443
7920000 231183357 249952644 629454240 682745782
7930000 224166333 268459606 631453800 641793372
7940000 245008868 240126982 675862447 659698531
7950000 224012177 277545304 642969680 668366121
7960000 265797771 265393509 638578909 644426820
7970000 224849168 251420695 661576778 627042510
7980000 227464170 263835995 647661830 606037285
7990000 252992158 278087256 645123068 620526365
8000000 220295127 253573946 624312731 617647108
8010000 245378456 252813532 633434521 667423392
8020000 232486081 263400072 634121438 669041610
8030000 235205785 264315972 644075537 647352908
8040000 238517398 253646519 619598799 617259514
8050000 239952964 262430323 631673447 676535469
8060000 228710942 227393441 644981197 615726740
8070000 250347702 259552533 631772957 628650373
8080000 239894828 280969034 627644909 638634836
8090000 236796480 278639362 657142057 679351038
8100000 249401938 269417131 642194298 616186549
8110000 236381428 270226094 639812905 648069386
8120000 246311572 254357367 655420984 671264324
8130000 227469334 246384067 645219335 638945916
8140000 228044480 271515082 637698804 650955432
8150000 250610349 259148179 633173058 668811695
8160000 261826603 258925484 649004876 654904617
8170000 256098710 259838505 615339031 655452533
8180000 294940951 284181892 668998436 709213641
8190000 266023833 307267006 643928451 683321341
8200000 272883057 311376100 658495598 644814729
8210000 269599616 306378203 642887338 617034606
8220000 286005904 307815504 653807822 681061175
8230000 258149618 322165912 664473826 705394186
8240000 275853423 305355047 654784917 623265943
8250000 270471308 304548955 617417121 653192081
8260000 239936568 299338614 622160465 658255581
8270000 283877026 297067019 678843260 654275374
8280000 269266790 297728565 662915008 657101928
8290000 286897913 293253589 620394306 664893543
8300000 272178669 270768701 644547069 643266240
8310000 274513902 268398209 650326887 680398831
8320000 276209254 309911355 651901673 625294642
8330000 291175385 296275344 617646536 687004239
8340000 264427726 311066523 663174481 738276898
8350000 282346062 295118483 662082280 673866096
8360000 303738820 294418240 649991812 704376211
8370000 262431648 300563980 621616075 716765297
8380000 262234094 299175165 648941537 660554019
8390000 265179288 313022055 687399162 703420009
8400000 259932039 295694065 670164083 689661631
8410000 269539078 317345835 620868964 688185940
8420000 273362102 296691145 658164303 666272296
8430000 292203298 299345306 676306626 703730221
8440000 270831331 286339503 669918970 670059068
8450000 290682295 312989705 663682276 650304516
8460000 257652837 302739231 678618992 719040307
8470000 303348650 295636187 675207952 699460841
8480000 282623282 304411457 656057174 648066194
8490000 273004017 301759341 650061303 685940307
8500000 271579440 309455197 717068342 751083487
8510000 285039423 289708839 664792293 666513393
8520000 298209497 304905992 653551582 683101884
8530000 277802020 296443335 637900286 682827069
8540000 275889825 301902942 687926270 636551838
8550000 286566466 296379787 665446441 653866874
8560000 280438588 309947637 665984018 699011491
8570000 261137537 309896198 699062057 652480024
8580000 296664550 309050081 664674318 674135714
8590000 300034203 299720796 646212105 667996847
8600000 286873655 339002688 646015777 673961790
8610000 294747355 315720401 661196439 703310956
8620000 284922574 316763019 689907141 707822870
8630000 288962055 319225537 644443188 733501296
8640000 301424930 321272351 648013273 682657395
8650000 280223819 329233015 667336997 708777574
8660000 293577388 330156261 649646852 681457276
8670000 281664503 295364490 692957913 738807452
8680000 304112283 334008948 649990122 735570850
8690000 293081086 284871337 701218101 711189486
8700000 302225954 317242794 747452927 688819249
8710000 286475307 300259190 662792767 687828024
8720000 288440105 330849942 690164110 657501302
8730000 280984253 324345316 677882682 671277045
8740000 278612443 302262289 652508049 690662140
8750000 308587310 303514007 658236507 648934952
8760000 264492312 336151694 712601399 697554706
8770000 277648617 297912647 706822676 680560194
8780000 283406707 316420533 691109894 723024010
8790000 257008264 314036626 706839102 720421006
8800000 290177444 331174985 684404906 671863020
8810000 269325741 324252291 710801005 705810444
8820000 305778751 313768894 686144684 735858542
8830000 273924059 305794808 673489617 727663226
8840000 297349790 312991859 722740757 684260533
8850000 308750586 312078057 686202703 663946377
8860000 273771158 305016563 719577358 729258391
8870000 299510189 314713073 714750253 714128304
8880000 282956574 327158010 681263728 705099255
8890000 304835738 310540507 680971870 726660276
8900000 301182975 311874418 707513020 683233890
8910000 288735039 334755228 694272558 690398337
8920000 285235641 311744766 677340577 697635526
8930000 302610207 345644152 649829927 707914498
8940000 268176681 308917255 698799815 663039288
8950000 323127737 319140925 757051024 733268550
8960000 310797898 336377644 756419642 673050876
8970000 309670407 327868923 749539344 748991679
8980000 307449490 336324238 673846254 712705263
8990000 298375769 327387492 694072636 732471673
9000000 296743589 311009807 747349111 686843985
9010000 316101939 334955003 692754194 738189045
9020000 280743958 314657472 682493688 695085407
9030000 294231479 327796445 691055504 744840468
9040000 300368821 323624606 673774009 695065790
9050000 323244975 327891109 721486548 705493299
9060000 304454253 326246998 769351737 724051708
9070000 300233666 326335192 690719458 711152461
9080000 301880034 347710345 733437296 696584544
9090000 320904730 334314180 698954702 802918204
9100000 292847309 333796511 699350561 743559278
9110000 303115709 342077946 686298124 715471569
9120000 317421167 335145584 716665548 690874496
9130000 292097468 312970773 769334293 686848188
9140000 294057210 344548163 709699314 744036826
9150000 301028867 311705491 741225932 749126492
9160000 305798069 341910597 767597346 730871467
9170000 319397122 336185401 738886195 720538931
9180000 293997248 329786288 704108634 724403384
9190000 321661971 339648693 714981510 758337305
9200000 284977104 347296845 670580103 738112265
9210000 311329675 344873008 698275795 692255735
9220000 297867805 339053015 709514511 692987585
9230000 306779738 306241175 763230430 714054102
9240000 324905218 341714761 739328924 693718042
9250000 305088955 322096302 679786773 735087892
9260000 325286306 332938456 787175758 733500936
9270000 307549772 343440471 679295991 744026314
9280000 299989154 320765383 741829892 761743488
9290000 313348648 328223019 702639301 759283218
9300000 298277171 337525192 710033431 758968769
9310000 318080198 345952237 725710835 751523619
9320000 308194478 322674928 726691068 732223692
9330000 307956126 329343788 723127286 790133691
9340000 310806708 358567693 744425133 727838792
9350000 317824569 338337706 686873991 782488069
9360000 327321245 340807632 736102998 767821995
9370000 304122796 346344177 701890707 766675588
9380000 304897831 340290049 694593791 791408341
9390000 312328434 340904391 738349538 740419913
9400000 311343941 324068047 697184512 765826528
9410000 303698950 353764644 705237432 706361349
9420000 314289739 327901165 724020563 738998451
9430000 330968452 338126996 696641671 788478765
9440000 350014549 355054385 880372525 722666044
9460000 324149018 343135556 777955637 803899164
9470000 303185845 337355361 770624988 719832497
9480000 313043878 340729439 761083188 783740534
9490000 297958988 363209210 728835822 789120544
9500000 292302604 348698196 711719238 761505734
9510000 320770544 355216878 765395876 747566072
9520000 313995159 353469426 765337537 738106631
9530000 318650939 351899061 716381411 762288066
9540000 318060851 339986240 734342526 759296506
9550000 317674362 334849486 712647497 726499059
9560000 302489599 337907698 747141235 741491661
9570000 326883155 333474021 713374596 730570699
9580000 321349914 317506413 763365202 780973271
9590000 316969004 365584542 764379195 727940813
9600000 321925336 336611620 774079528 784462559
9610000 298555628 340157809 723049298 764388629
9620000 342976416 348432343 721925617 733797172
9630000 330929035 350025086 801633444 733660757
9640000 320738193 366866451 712151590 773649174
9650000 327830789 329542416 795084261 770454844
9660000 293853841 338218159 741218055 751245495
9670000 317873766 342591548 715459301 847999546
9680000 317884611 334679855 783460025 732229120
9690000 328184179 328304533 734276060 832101033
9700000 316558921 361255772 747441800 733755833
9710000 311467799 345976378 750735699 751094787
9720000 327763844 332841334 745866316 760327370
9730000 314802237 342066637 777446856 727901491
9740000 307931321 345357479 733887533 720641198
9750000 313388514 353922425 729381433 804824253
9760000 326630913 322432783 724697921 784546048
9770000 300468064 347951899 765845636 800456716
9780000 332166493 351024719 730434707 786563426
9790000 316654355 350769940 743082085 739920596
9800000 334069583 318096557 734089085 796664700
9810000 338628696 373094787 724825376 809141636
9820000 304426321 347296434 734240863 841435057
9830000 309488907 347754139 715216681 815995651
9840000 320416270 359443186 792948386 787972558
9850000 332044133 346294342 732394301 814117957
9860000 322792658 356159295 711798308 795347425
9870000 331892409 359194066 723430690 744313168
9880000 308320266 347291701 745139019 788009523
9890000 327844339 373450437 715431345 782202930
9900000 341984960 373256479 798211851 763523657
9910000 290013779 330741757 756590803 757151941
9920000 325856645 368002763 767456404 802543729
9930000 348016443 356282881 732569430 796192650
9940000 304763177 340107366 759775996 813126511
9950000 323957256 356705012 801441267 753728736
9960000 330116962 364372593 751594133 792053691
9970000 335854858 350798072 736850224 812541442
9980000 307439810 371514636 816368199 880122637
9990000 336905090 377364914 799841843 760980208
10000000 355441166 362705733 759463046 814711273
