Size Idx Append Polo PoloAppend
1650000 11586306 11836244 115917205 114436505
1660000 11693100 12040735 113942286 124872817
1670000 11755963 12119772 112426813 124923981
1680000 11813814 12078308 113695673 126245706
1690000 11893483 12118296 113646576 127499178
1700000 11965658 12278195 113433914 126294892
1710000 11916898 12348469 142195161 143887810
1720000 12077987 12370955 136221371 140457721
1730000 12168087 12459341 137079058 141586098
1740000 12164707 12542115 136152620 142944429
1750000 12226607 12604619 145756810 146101974
1760000 12631110 12677456 116538882 144109382
1770000 12318418 12753478 122289630 142292871
1780000 12342795 12651916 127207645 145879408
1790000 12583952 12869762 118413161 146242874
1800000 12612614 13056201 118676823 147297550
1810000 12508871 13028586 122289510 150821302
1820000 12794769 13038517 116979956 149130726
1830000 12867191 13165482 119372433 151061799
1840000 12811020 13266315 121303124 147402710
1850000 13035932 13322356 121981214 151741209
1860000 13020102 13293101 124554893 155737972
1870000 13151299 13502375 153452042 149066697
1880000 13031342 13462553 150542539 156905277
1890000 13361486 13608989 151777937 150499388
1900000 13078108 13642164 151889971 151918175
1910000 13487387 13801742 150253603 149707367
1920000 13488047 13779090 155358074 130117893
1930000 13565211 13798933 152113632 137503308
1940000 14675002 13890427 143055420 155291198
1950000 13483106 13875220 127256675 155544216
1960000 13607284 14841039 134203831 155693440
1970000 13844296 14131822 129193767 156457833
1980000 13758231 14231740 128466696 157097220
1990000 13809703 14264164 158588358 157062070
2000000 14117775 14407703 156106646 159944425
2010000 14002025 14508545 154761446 157773544
2020000 14136025 14437557 158381503 156715237
2030000 14117091 14469966 158632035 170510106
2040000 14063130 14477062 158112037 160092228
2050000 14282466 14819533 158886988 167147721
2060000 14319228 14689014 156846928 163413441
2070000 14416425 14994159 159285542 170466252
2080000 14564731 14833384 157338272 162006903
2090000 14574321 14896519 158250274 160595888
2100000 14921014 15093753 160618442 190128643
2110000 14823625 15214789 160438787 163214145
2120000 14767135 15469280 159015694 162798843
2130000 14961340 15371465 170951477 164557979
2140000 14921365 15313138 158482928 167353518
2150000 14881613 15285323 166158344 173293645
2160000 15133258 15301168 168790421 176199610
2170000 15178550 15517134 166573257 165768870
2180000 15253437 15526106 175764076 166810079
2190000 15371917 15692752 175754484 184421741
2200000 15400334 15711330 174458044 177019790
2210000 15496012 15855754 166413440 171272545
2220000 15412519 16056817 169244994 171009006
2230000 15441090 15866347 178435763 177060419
2240000 15612952 16015774 171337951 168994910
2250000 15875822 16314051 168204846 176896592
2260000 15609405 16024951 172509936 175381455
2270000 15736729 16171367 171992618 173431475
2280000 15827968 16188690 172196393 175107804
2290000 15920258 16305109 173016133 173319065
2300000 16013711 16422154 175150248 176023130
2310000 16001170 16436975 175771157 176400805
2320000 16169409 16525476 174672276 178579080
2330000 16334020 16652366 180000389 179094681
2340000 16171419 16614868 177195267 178386602
2350000 16513538 16967241 176844577 179832098
2360000 16473930 16847523 179210335 180133542
2370000 16448393 16891359 179153286 182484237
2380000 16682703 16967590 180049581 181242162
2390000 16886037 17207259 179813191 182405021
2400000 16649304 17117139 180370727 181924995
2410000 16634968 17262057 180389783 182543264
2420000 16838924 17289614 180423635 180272053
2430000 16895461 17354059 191734086 184307104
2440000 17052855 17376350 183616499 182453941
2450000 17129574 17500946 183670643 186922588
2460000 17087816 17645101 192199923 186956130
2470000 17197581 17595371 185594706 189536855
2480000 17153399 17622822 199134102 190392143
2490000 17140637 17545201 186004200 191328910
2500000 17248339 17792421 186407747 189415854
2510000 17685268 18112068 186992414 191860351
2520000 17451666 18007393 187963535 197056455
2530000 17516580 18211751 188875117 191652281
2540000 17685815 18204010 189169021 194247508
2550000 17612671 18139063 189422702 192398483
2560000 17812185 18279798 199801340 196610328
2570000 17705000 18329571 198495875 192867122
2580000 18199252 18502871 194024429 195584961
2590000 18011359 18725679 194043390 196783416
2600000 18042786 18625068 205106890 196105795
2610000 18124316 18671530 195362281 196841452
2620000 18494386 18813423 191211868 209027431
2630000 18228016 18665870 192475668 207924768
2640000 18355122 18841805 204217841 195110408
2650000 18352194 18913679 210280155 201506589
2660000 18483740 18894009 196537170 200651065
2670000 18534241 19042420 198823495 202328740
2680000 18626474 19105381 208639488 200668441
2690000 19767537 19160064 198393495 199763155
2700000 18668318 19275769 196780469 200908739
2710000 18789641 20277223 198477034 199894482
2720000 18903181 19464526 200718313 199215755
2730000 18849111 19512831 201487427 206121733
2740000 18999245 19467006 205419719 204179382
2750000 18815033 19594249 203029750 214609497
2760000 18991762 19468539 202120732 207477511
2770000 19140929 19739481 205563329 221430303
2780000 19123901 19994002 203909766 215669479
2790000 19388261 19835005 203982970 208974413
2800000 19467886 19868679 206117594 204966755
2810000 19525020 19918689 206627238 219929898
2820000 19508425 20081076 206811945 223247642
2830000 19520888 20202305 207889114 213381388
2840000 19699701 20337178 208853954 210892718
2850000 19399774 19840532 209208374 210423879
2860000 19745942 20299833 209389636 213146825
2870000 19692415 20377209 214843748 224908433
2880000 20749067 20428278 211085044 226760447
2890000 19870130 20419406 222142193 214594315
2900000 20188861 20638870 212958301 215665829
2910000 20116770 20730185 215119018 216207208
2920000 20461165 20683462 214384240 217094416
2930000 20332103 20721534 213676215 220769443
2940000 20448042 22331862 240653535 216407867
2950000 20282928 20884789 216913733 219813639
2960000 20509735 21659082 218501009 221328480
2970000 20536197 21017135 217820697 220290943
2980000 20465253 20961852 220662946 219286176
2990000 20664116 21327932 221529544 222896584
3000000 20483487 21221173 225716186 223938976
3010000 20930770 21342399 221891034 223268589
3020000 20953827 21468813 222918457 222194221
3030000 20903667 21534571 224052267 243780672
3040000 21168080 21622574 222589768 229834688
3050000 21305726 21869280 224054699 226135668
3060000 21097479 21678054 224491022 243947047
3070000 21397307 21826800 229124995 231967781
3080000 21314794 21584003 227792545 228775105
3090000 21426101 21877293 228807392 229798180
3100000 21308668 21921926 231421297 230614994
3110000 21540287 22117402 230772493 232018467
3120000 21470677 22128091 231733607 234620764
3130000 21744145 22155337 232249189 234570404
3140000 21533650 22364457 248149828 250989875
3150000 21670322 22431234 232563587 278479009
3160000 21962688 22448709 233815056 280093384
3170000 21768444 22339305 236024969 280411951
3180000 22089304 22684022 233358003 284009272
3190000 21994866 22577359 240845999 286177895
3200000 21982283 23020278 238402071 286250059
3210000 21954146 22667998 236743174 283358597
3220000 22287847 22815067 240478967 309948612
3230000 22335306 22885803 238466342 286452204
3240000 22548030 22913391 241004827 290071394
3250000 22473382 23227630 238631981 292492607
3260000 22260707 23096478 267319174 304731912
3270000 22403345 23325932 243545379 289453709
3280000 22951610 23274114 244016239 290301041
3290000 22660400 23265093 245096174 307054263
3300000 22812878 23420449 239905339 295212097
3310000 22602594 23321986 241327201 298181125
3320000 22934846 23575885 241867848 294539822
3330000 22977802 23499166 242931882 299270384
3340000 23826381 23557112 244443593 297385766
3350000 23424389 23566045 243033416 300511052
3360000 23155550 23838019 266001802 303052263
3370000 23321980 24051102 248428897 301917766
3380000 23194138 23867973 246354126 302737521
3390000 23655436 23927285 246153011 263051492
3400000 23276603 23986107 247994979 309349636
3410000 23432946 24038903 299108785 300265172
3420000 23480001 24466732 315934783 303928815
3430000 23673972 24188063 293743831 300418969
3440000 23500145 24401459 296309335 306270865
3450000 23752838 24594727 297500111 302004586
3460000 24118281 24526494 294073665 309707131
3470000 23896782 24408826 296327926 306961505
3480000 23888029 24508360 304853124 329395015
3490000 24043269 25065063 303601580 311777846
3500000 24228231 25649945 579040088 301313900
3510000 24161019 24973470 300962477 309581044
3520000 24153201 24892277 298736000 356016749
3530000 24204034 25004130 301695072 308421340
3540000 24167652 24891626 304016430 308043249
3550000 24436936 25049519 590910618 307029705
3560000 24565272 25155345 305384126 312342541
3570000 24559793 27517919 299452165 319914265
3580000 24633386 25510660 311002525 317442424
3590000 24781183 25643523 306899296 314777046
3600000 24829020 25533761 314589513 312014337
3610000 24865486 28512118 309943824 315737914
3620000 24735670 25581882 313883828 314956953
3630000 25124747 25607684 309382380 316692867
3640000 25213787 25940244 309704146 317513574
3650000 25134723 25926702 1019934805 312964006
3660000 25190588 26024088 504727115 318999283
3670000 26137952 26619363 500983880 324219473
3680000 25598219 26180908 508678004 332758290
3690000 25587233 26264010 512720568 339772301
3700000 25571849 26198859 504029129 315318044
3710000 25644636 26419099 380999622 322873084
3720000 25769061 26280730 516410593 316555431
3730000 25769358 26193857 631745579 327485645
3740000 25964609 26424393 502456393 317802482
3750000 25781954 26447885 511832062 319030907
3760000 25941610 26564377 522031941 325554578
3770000 26147194 26725609 324182892 328849491
3780000 26211172 26927610 526914177 329902560
3790000 26217724 26794777 318324398 326733180
3800000 26139822 26768753 260465341 347899608
3810000 26295022 26938595 514129501 261078031
3820000 26399340 26964223 506689916 263784305
3830000 26255259 27033592 523970219 267283240
3840000 26707161 27195939 524979125 296354409
3850000 26343586 27075895 507297645 330405146
3860000 27621203 27372950 527791674 332484235
3870000 26656931 27446149 520147865 327032051
3880000 26756050 27397084 508471334 330652573
3890000 26734032 27371890 528932166 264300306
3900000 26803766 27579057 528655735 265156096
3910000 26941832 27526944 507876687 324540357
3920000 26932188 27704658 519976163 260711126
3930000 26903225 28004051 526148295 265759346
3940000 27410176 28133152 540955802 334629358
3950000 27352930 28048343 537059932 335493440
3960000 27420854 28279805 553586072 296829721
3970000 27374822 28038067 667953064 339446056
3980000 27180015 27866679 529792967 328652683
3990000 27719541 28347178 537793688 327413762
4000000 28023343 28324899 542334584 262080701
4010000 27802900 28689956 529576217 330213867
4020000 27861109 28462316 547443972 327195414
4030000 27356684 28806327 529460210 329397838
4040000 27884841 28636513 538236597 334946927
4050000 27995027 28607756 655416277 330847101
4060000 27966771 28803096 561966247 336507779
4070000 27669809 28600555 528456286 335003974
4080000 28697467 28574560 550583872 334891472
4090000 28160576 28779145 713107947 337515917
4100000 28583375 29089469 553813647 336268836
4110000 28387946 29092249 543552119 337127324
4120000 28747403 29271633 536899424 334467898
4130000 28376006 29087606 548501176 392770503
4140000 28349709 29277516 550680408 338134341
4150000 28443101 29242432 551824603 335800295
4160000 28639707 29390891 570501763 342307644
4170000 28588281 29431278 532567957 335080507
4180000 28791611 29464970 557800371 340581802
4190000 28682420 29824160 552884784 353705402
4200000 28855153 29815995 544633908 346812412
4210000 29308896 29921459 1124816522 352542980
4220000 29103404 30498944 588888268 343910873
4230000 29132915 30051179 569403700 349146950
4240000 29261324 29882788 567767042 410880487
4250000 29315382 29716745 559097705 347700213
4260000 29210135 30486838 582618640 350829102
4270000 29441984 30151522 566096867 352792722
4280000 29999858 30129964 552329260 356174086
4290000 29792912 30554151 571988869 353698881
4300000 29460034 30263424 756064878 357745565
4310000 29785980 30515379 588719935 357346872
4320000 29908445 30331067 568400793 357675950
4330000 29945028 30865474 709642986 354878044
4340000 29793916 30585722 362326221 372445434
4350000 30157352 30808614 579346660 356156634
4360000 30043387 30994747 591433872 354189720
4370000 30225375 31335924 595529214 363157127
4380000 30104124 31125188 1265537328 371763367
4390000 30353285 31361233 686651866 360864856
4400000 30150445 30774111 589727013 368960394
4410000 30487602 31248452 586437194 363019610
4420000 30326790 30896946 589296472 364479446
4430000 30440997 31301027 740270940 365509956
4440000 30728775 31502196 593273702 372567723
4450000 30763189 31430279 603097808 367098088
4460000 30701827 31464521 581288070 375481148
4470000 30784492 31644260 381321298 382866104
4480000 30880035 31728603 756027340 365365677
4490000 30966985 31747789 584081630 370127909
4500000 30992285 31827021 588009439 360622605
4510000 31196597 31945197 1003952965 380774703
4520000 32268446 31706184 1003887985 378921766
4530000 31480846 32434798 648788677 382537207
4540000 30999648 31945123 615865120 383705995
4550000 31540140 31970995 792464479 383348359
4560000 31356034 32192540 612586239 383405522
4570000 31596821 32426962 608245010 385236679
4580000 31452044 32500942 384514715 378338229
4590000 31903976 32371614 1008149427 388425765
4600000 31600711 32426329 618252746 383087266
4610000 31660225 32426208 603369581 377779038
4620000 31217173 31937155 1011798062 1341048775
4630000 31943103 32577484 1007169449 377506197
4640000 31811778 32657025 616834225 401462971
4650000 31920499 33069897 615512696 378755600
4660000 32142174 32959468 1007334499 1044653518
4670000 32115672 32941969 1021936557 1044717877
4680000 32021806 33011844 803833167 382090666
4690000 32185739 33237554 1026135385 1022916265
4700000 32261733 33154274 1011102813 1009277795
4710000 32490881 33435566 386152446 394973355
4720000 32255062 33237094 1034980275 1068613390
4730000 32486441 33427211 391218777 397151936
4740000 32500932 36017325 391866039 406556784
4750000 32496403 33221694 385736308 404026674
4760000 32823613 33603143 382677535 407426062
4770000 32875582 33685219 388912753 407644376
4780000 33075890 33846460 398298413 413607685
4790000 32889520 33727034 396617462 408862321
4800000 32777400 33638780 396623539 405484603
4810000 33172564 33986012 390101608 409198478
4820000 32983947 33689747 397502676 415481898
4830000 33084425 33974038 399328633 411028355
4840000 33117058 34281333 394128688 409861940
4850000 33172675 34089751 406288808 410235462
4860000 33276381 34204184 388326717 416526885
4870000 34004835 34748539 399066684 418390146
4880000 33561258 34642220 405627363 409179597
4890000 33762528 34741332 399369100 409564483
4900000 33520309 34335451 404618711 408460478
4910000 33617731 34558813 407590069 415723697
4920000 33798132 34858747 401072031 411463547
4930000 33944157 34996090 406671397 403816502
4940000 33790391 34805392 400590450 412971297
4950000 34123551 34916853 410332131 411121200
4960000 33755748 35139438 411833957 420186296
4970000 33972888 34845138 402165099 428507885
4980000 35073408 35404374 413428405 424803910
4990000 34299099 35051261 413033338 424038713
5000000 34434272 35395314 412304259 430536146
5010000 34376874 35455911 412536567 421284892
5020000 34312414 35217331 404982412 419228950
5030000 34265059 35401132 408845819 417323343
5040000 34557876 35806960 412987218 424373245
5050000 34567402 35589907 420562882 423791701
5060000 34509758 35832636 414073525 422269734
5070000 35896266 35786008 424639159 428664857
5080000 34431632 35876216 421719956 434239967
5090000 34935171 35761743 420337082 429069102
5100000 34959802 36055334 415244789 429018762
5110000 36408244 35810011 427981951 429768849
5120000 35306545 36098995 418073521 423360308
5130000 35085807 36317412 430850557 436588281
5140000 35051176 36156828 420079249 432503469
5150000 35796851 36482234 422277848 433286235
5160000 35163133 36713306 429611556 433820742
5170000 35775604 36524545 424949661 440663965
5180000 35495267 36493394 430657657 442693397
5190000 35676417 36440897 550351435 435010700
5200000 36059324 36625724 432578861 442875905
5210000 38056711 36360159 429967517 544185705
5220000 35892533 38707986 436019986 441155892
5230000 35805131 36785570 426202652 437154620
5240000 35787354 37033164 427639736 440360854
5250000 35916594 37035430 437499160 452074831
5260000 36387433 37132355 552142410 432960129
5270000 36266311 37134981 431845841 439529413
5280000 36233689 37268684 569141668 436686570
5290000 36119247 37276091 429100980 448762439
5300000 36899027 37612935 435745580 437007656
5310000 36390371 37289183 438847461 451867699
5320000 36469142 37394443 438543628 455044052
5330000 36545267 37663927 436413360 453623584
5340000 36523215 37526817 448326192 448606598
5350000 36510165 37461920 445240017 451963707
5360000 37010882 37866177 437170016 454215092
5370000 37042774 37867548 448870484 453603282
5380000 36731597 37820418 444523611 456768686
5390000 36527487 38194108 466350590 449067719
5400000 37192107 38344115 446470659 455812989
5410000 37174932 38005578 452447490 464364098
5420000 37031592 38120010 579368364 457454406
5430000 37307163 38474906 573112080 454739841
5440000 37096277 38284813 449935527 457512598
5450000 37477418 38520496 448941740 454994515
5460000 37576476 38615411 448773730 462341436
5470000 37842659 38502214 574969544 458586525
5480000 37896837 38766315 456110212 471451508
5490000 37602483 38578549 454716020 461714435
5500000 37610592 39086607 451999794 459017225
5510000 37549902 39087043 448699591 470384166
5520000 38165981 38735826 463021661 465842082
5530000 37797620 38937076 452050212 461104130
5540000 38090083 39025168 458040889 471489110
5550000 37934258 38943854 463180782 470367696
5560000 37877659 39209109 463991480 503612369
5570000 37631701 39136068 459334209 469128670
5580000 38137007 39662722 456237819 465460986
5590000 38368982 39521099 454442013 467879304
5600000 38844987 39256480 463936666 478345982
5610000 38405959 39393037 459507525 476612723
5620000 39432711 39566450 462350161 476696660
5630000 38448287 39471883 466097468 473459857
5640000 38966704 40091417 592555596 478198803
5650000 38624268 39938852 465296796 481722896
5660000 38719368 39887729 468367262 476726002
5670000 38950432 40012025 468657010 485375424
5680000 38795243 40061826 475260625 484350821
5690000 39156872 40038482 466627872 486358030
5700000 38731219 40000488 496522650 481867675
5710000 39170819 40305237 475144495 487154277
5720000 39081478 39997684 470667064 493040837
5730000 39012226 40401752 521299502 479871492
5740000 39341253 40217574 470103705 487418841
5750000 39536914 40370091 483125752 487602096
5760000 39397918 40431263 473002827 487659906
5770000 39467616 40581685 476602093 486394621
5780000 39459852 40627319 483155887 490960983
5790000 39540996 40651443 472950976 486533728
5800000 39622651 40788350 480906159 489288877
5810000 39623475 40617491 484304557 498376611
5820000 40842020 41168803 484231008 492679383
5830000 39775547 40966483 482014894 496073961
5840000 40343590 40975477 479461474 502645362
5850000 39883421 40794938 635060074 505357101
5860000 40180740 41402874 638166929 496569849
5870000 40216696 41673911 622213645 492047349
5880000 40221413 41895124 490885142 503849711
5890000 40254094 41297950 490026989 498951498
5900000 40204441 41284979 481863457 502122427
5910000 40375790 41519354 485039429 502263818
5920000 40476165 41806691 496399761 510375308
5930000 40269226 41030556 488250262 511540719
5940000 40661817 41492343 494116942 498287839
5950000 41624147 41753253 631316324 511920485
5960000 40660124 43186993 638978300 511408383
5970000 40695654 42075568 639321845 510869475
5980000 41960097 42109838 500223379 533749460
5990000 40978167 42210978 641057899 517861795
6000000 40901293 42424275 639936914 517183620
6010000 41389983 42609916 646100160 508739508
6020000 41095025 42384364 645868100 520298899
6030000 42734285 42361269 498391860 518259718
6040000 41213755 42481127 656167722 521003002
6050000 41280449 42325369 662581761 542011510
6060000 43229525 42686167 666492603 558378198
6070000 41561696 42732310 660097795 521784925
6080000 41527784 42709132 653758764 523800140
6090000 41917433 43186300 507933183 526376967
6100000 41700558 42703633 656293629 558412204
6110000 41711505 42690089 661644327 527821155
6120000 42120288 43459395 649282880 526601374
6130000 41865564 42879500 891872352 531947432
6140000 42113709 43701328 656469053 526751799
6150000 42061918 42886545 660525553 529682517
6160000 41886931 42698951 677410936 535810009
6170000 42193611 43532515 671741220 527650082
6180000 42453281 43535688 517724583 546396126
6190000 45850911 47278732 695234097 533415550
6200000 43280039 44838601 685791330 540386508
6210000 42972295 44706831 692883562 551399083
6220000 44700889 44587457 692905578 543445530
6230000 44473827 44588042 683758498 562892792
6240000 43831384 44755987 714185279 555071242
6250000 44430843 45277857 728769892 564798019
6260000 44722260 45786464 699791051 633557159
6270000 43506519 44675765 700914386 559715242
6280000 43804356 44565031 702099565 567847521
6290000 44894068 45177007 692279987 575332929
6300000 45303466 45146940 703497539 343898321
6310000 44013875 45600541 753434992 606499117
6320000 44045087 45855681 717842616 594549130
6330000 45479967 45506169 720049415 579008140
6340000 44218006 45161534 734005867 333977384
6350000 44404808 45614794 708473846 674176354
6360000 44463342 45919338 706216335 613611392
6370000 44598136 46735819 711342893 578765560
6380000 44393487 45727371 750057130 589109518
6390000 44609286 45491264 747050899 591937111
6400000 44823373 45800173 822691920 602611283
6410000 44751891 45876427 733924645 333645558
6420000 45423553 46453918 855186497 333587934
6430000 45042778 45800182 743528464 335570093
6440000 44703247 46127273 1711835468 800971262
6450000 45498647 46356825 785302040 356055781
6460000 44586457 49169032 809964738 341409648
6470000 46278030 45833171 797063120 355031380
6480000 45193609 46030185 791530228 345777354
6490000 47462693 47529410 859605260 362053299
6500000 45584436 49608875 777991092 362956395
6510000 45541208 46403481 811740400 357157011
6520000 45619230 46712523 789862534 360341044
6530000 46281144 47015104 767497134 382286304
6540000 45462389 46335886 811956510 346444425
6550000 47911428 47119387 847768826 354951594
6560000 45510251 46804338 730341612 357562653
6570000 46167104 47058842 720645980 370167860
6580000 47832236 48357835 755531139 360129969
6590000 46712934 48616987 746926680 336877620
6600000 47081449 48010743 785182125 365119593
6610000 46962478 47167854 730905524 367200494
6620000 46295427 47560931 729527824 436206448
6630000 46858669 48420254 771700770 340955114
6640000 46478349 49889453 1049643379 362427869
6650000 46113116 47915783 832990147 348401770
6660000 46354496 48058255 754701475 363280805
6670000 46354158 47468316 747108953 376365617
6680000 52193337 47853733 733038239 369142175
6690000 46578849 55029848 834837397 377828072
6700000 48306330 50475256 849343171 399931438
6710000 47264898 50093444 766583200 378884815
6720000 51086635 48427676 771790742 389629539
6730000 49898558 49659383 775890220 371450495
6740000 47532850 48431694 817595781 382432544
6750000 47255640 52507532 817995615 378788122
6760000 48391234 51594826 862216188 379403447
6770000 49289593 51260325 857485264 400269714
6780000 50703219 51915459 888585676 426513978
6790000 74372624 95992524 722678769 422124284
6800000 47968966 55387991 408981776 1111139113
6810000 47911076 49847848 939333242 375139622
6820000 48029018 49257567 2047952841 373415469
6830000 49727116 50428611 1936090505 393052983
6840000 48255255 50718961 2129469059 381873490
6850000 48393042 50506739 1832515727 392950616
6860000 48443582 50145471 1866463562 391241944
6870000 52348542 49773833 1834405900 392568166
6880000 47563504 49969999 1900449030 377373378
6890000 48444852 50041861 1925487182 393572166
6900000 48172989 49177630 1836305826 392445285
6910000 48054458 49847397 1876528726 376268457
6920000 48368289 49458188 1817779335 375383679
6930000 48727710 50171524 1862116563 383125365
6940000 47940256 50694109 1813381049 381181133
6950000 49988538 49696108 1879506289 377419440
6960000 48537616 51004364 1906118846 390934584
6970000 49010551 49881153 1932026487 389317685
6980000 49683723 51108673 2574704557 391843669
6990000 48406518 49574650 1874490022 396170430
7000000 48792194 50782792 1918408111 382753801
7010000 48547321 50043933 1834463742 385109720
7020000 50219981 50957845 1869064848 387131979
